InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Revenue,Month
INV18383,P005,Laptop Stand,4,2023-11-24 21:46:00,68.33,5406,Spain,273.32,2023-11
INV18384,P005,Laptop Stand,3,2023-08-05 02:13:00,62.67,7850,France,188.01,2023-08
INV18385,P007,Smart LED Bulb,4,2023-03-29 02:52:00,52.26,8690,Italy,209.04,2023-03
INV18386,P005,Laptop Stand,3,2023-05-12 21:03:00,18.79,4046,Italy,56.37,2023-05
INV18387,P003,Bluetooth Speaker,2,2023-12-16 05:09:00,23.22,9408,Germany,46.44,2023-12
INV18388,P010,Webcam HD,1,2023-06-19 08:32:00,29.45,4342,Germany,29.45,2023-06
INV18389,P008,Gaming Headset,6,2023-03-15 11:59:00,7.97,3894,Netherlands,47.82,2023-03
INV18390,P009,Phone Holder,4,2023-08-27 01:28:00,6.4,4371,Spain,25.6,2023-08
INV18391,P003,Bluetooth Speaker,8,2023-03-15 15:13:00,7.32,6145,Spain,58.56,2023-03
INV18392,P006,Notebook Cooler,2,2023-06-08 10:37:00,35.19,7987,Spain,70.38,2023-06
INV18393,P005,Laptop Stand,4,2023-02-17 15:37:00,71.19,2275,Germany,284.76,2023-02
INV18394,P007,Smart LED Bulb,4,2023-05-23 10:17:00,77.17,5279,Norway,308.68,2023-05
INV18395,P002,USB-C Cable,6,2023-07-09 16:01:00,87.21,4459,Spain,523.26,2023-07
INV18396,P009,Phone Holder,3,2023-08-24 16:08:00,33.76,8942,Australia,101.28,2023-08
INV18397,P009,Phone Holder,10,2023-04-13 11:38:00,70.49,3410,United Kingdom,704.9,2023-04
INV18398,P007,Smart LED Bulb,9,2023-04-07 19:29:00,59.11,5173,Netherlands,531.99,2023-04
INV18399,P009,Phone Holder,1,2023-05-07 12:03:00,93.28,5974,Netherlands,93.28,2023-05
INV18400,P008,Gaming Headset,2,2023-11-01 02:25:00,59.43,2638,Sweden,118.86,2023-11
INV18401,P002,USB-C Cable,7,2023-05-09 03:44:00,40.07,5806,Spain,280.49,2023-05
INV18402,P002,USB-C Cable,5,2023-08-23 15:36:00,28.64,7852,Netherlands,143.2,2023-08
INV18403,P002,USB-C Cable,4,2023-06-08 00:05:00,92.46,8104,Germany,369.84,2023-06
INV18404,P004,Portable Charger,7,2023-12-06 06:59:00,70.77,7324,Germany,495.39,2023-12
INV18405,P007,Smart LED Bulb,2,2023-11-09 15:22:00,83.47,6221,Italy,166.94,2023-11
INV18406,P004,Portable Charger,4,2023-11-26 15:04:00,69.79,8931,Spain,279.16,2023-11
INV18407,P007,Smart LED Bulb,8,2023-02-26 23:07:00,17.07,5254,Norway,136.56,2023-02
INV18408,P001,Wireless Mouse,7,2023-09-30 23:19:00,96.51,2279,France,675.57,2023-09
INV18409,P002,USB-C Cable,8,2023-08-09 07:55:00,86.35,7354,Norway,690.8,2023-08
INV18410,P003,Bluetooth Speaker,10,2023-11-07 08:06:00,47.4,3307,United Kingdom,474.0,2023-11
INV18411,P005,Laptop Stand,2,2023-11-10 03:22:00,21.12,4201,Germany,42.24,2023-11
INV18412,P010,Webcam HD,2,2023-10-02 12:48:00,89.44,8409,Netherlands,178.88,2023-10
INV18413,P009,Phone Holder,7,2023-07-07 18:11:00,51.68,5235,United Kingdom,361.76,2023-07
INV18414,P002,USB-C Cable,10,2023-04-15 17:26:00,65.63,6644,Spain,656.3,2023-04
INV18415,P002,USB-C Cable,8,2023-09-01 20:21:00,35.99,1019,Italy,287.92,2023-09
INV18416,P007,Smart LED Bulb,2,2023-11-13 08:40:00,15.66,4833,Sweden,31.32,2023-11
INV18417,P005,Laptop Stand,1,2023-06-15 01:46:00,62.29,8635,France,62.29,2023-06
INV18418,P007,Smart LED Bulb,8,2023-09-02 21:15:00,31.73,8209,Australia,253.84,2023-09
INV18419,P010,Webcam HD,1,2023-08-03 06:47:00,13.46,3122,Netherlands,13.46,2023-08
INV18420,P001,Wireless Mouse,10,2023-09-14 18:43:00,42.27,7695,United Kingdom,422.70000000000005,2023-09
INV18421,P004,Portable Charger,9,2023-08-29 08:43:00,66.4,3629,Sweden,597.6,2023-08
INV18422,P009,Phone Holder,3,2023-05-19 05:30:00,16.01,4442,France,48.03,2023-05
INV18423,P010,Webcam HD,10,2023-11-08 07:06:00,51.19,4541,Italy,511.9,2023-11
INV18424,P004,Portable Charger,6,2023-09-23 14:43:00,63.67,2770,Norway,382.02,2023-09
INV18425,P008,Gaming Headset,7,2023-06-30 00:43:00,53.66,9385,Australia,375.62,2023-06
INV18426,P010,Webcam HD,3,2023-04-14 05:25:00,36.74,5419,Spain,110.22,2023-04
INV18427,P008,Gaming Headset,7,2023-05-23 19:56:00,44.99,3893,Sweden,314.93,2023-05
INV18428,P008,Gaming Headset,2,2023-02-25 22:39:00,48.84,2898,Australia,97.68,2023-02
INV18429,P006,Notebook Cooler,4,2023-09-07 09:29:00,61.71,6453,Netherlands,246.84,2023-09
INV18430,P004,Portable Charger,10,2023-07-16 03:08:00,92.9,1780,Australia,929.0,2023-07
INV18431,P010,Webcam HD,9,2023-09-03 07:30:00,52.74,3104,Italy,474.66,2023-09
INV18432,P009,Phone Holder,7,2023-06-21 11:10:00,79.27,2001,Norway,554.89,2023-06
INV18433,P003,Bluetooth Speaker,9,2023-08-31 20:46:00,35.9,5533,Germany,323.09999999999997,2023-08
INV18434,P008,Gaming Headset,10,2023-05-29 19:43:00,71.58,5902,Spain,715.8,2023-05
INV18435,P002,USB-C Cable,5,2023-03-28 10:39:00,30.01,2166,Netherlands,150.05,2023-03
INV18436,P005,Laptop Stand,5,2023-01-25 03:46:00,60.08,8579,Australia,300.4,2023-01
INV18437,P003,Bluetooth Speaker,5,2023-04-14 20:12:00,57.27,6910,Norway,286.35,2023-04
INV18438,P005,Laptop Stand,1,2023-08-14 04:19:00,7.15,7062,France,7.15,2023-08
INV18439,P008,Gaming Headset,8,2023-01-15 08:52:00,24.1,5120,Norway,192.8,2023-01
INV18440,P007,Smart LED Bulb,7,2023-06-18 13:08:00,9.75,8418,Norway,68.25,2023-06
INV18441,P010,Webcam HD,10,2023-12-22 17:11:00,35.44,1007,United Kingdom,354.4,2023-12
INV18442,P007,Smart LED Bulb,6,2023-03-13 16:40:00,64.04,5635,United Kingdom,384.24,2023-03
INV18443,P008,Gaming Headset,3,2023-06-16 08:42:00,31.65,7686,Germany,94.94999999999999,2023-06
INV18444,P006,Notebook Cooler,1,2023-07-18 00:36:00,16.24,2024,Norway,16.24,2023-07
INV18445,P001,Wireless Mouse,9,2023-04-22 08:49:00,58.54,3279,United Kingdom,526.86,2023-04
INV18446,P010,Webcam HD,3,2023-08-20 08:22:00,13.36,4450,United Kingdom,40.08,2023-08
INV18447,P001,Wireless Mouse,3,2023-09-17 03:44:00,9.25,2534,Italy,27.75,2023-09
INV18448,P008,Gaming Headset,5,2023-11-21 14:20:00,21.77,1898,Netherlands,108.85,2023-11
INV18449,P006,Notebook Cooler,6,2023-04-03 03:35:00,27.86,9257,Spain,167.16,2023-04
INV18450,P010,Webcam HD,1,2023-07-03 19:57:00,63.25,9102,Netherlands,63.25,2023-07
INV18451,P008,Gaming Headset,5,2023-08-17 03:27:00,40.79,9915,Italy,203.95,2023-08
INV18452,P005,Laptop Stand,3,2023-10-06 07:00:00,27.03,4452,Spain,81.09,2023-10
INV18453,P009,Phone Holder,9,2023-08-12 22:37:00,89.01,7789,Netherlands,801.09,2023-08
INV18454,P002,USB-C Cable,10,2023-01-31 14:45:00,24.68,5767,Sweden,246.8,2023-01
INV18455,P004,Portable Charger,1,2023-04-11 09:35:00,32.99,4415,United Kingdom,32.99,2023-04
INV18456,P002,USB-C Cable,7,2023-02-05 16:57:00,43.53,5172,Italy,304.71000000000004,2023-02
INV18457,P010,Webcam HD,1,2023-05-27 14:47:00,39.78,4982,Italy,39.78,2023-05
INV18458,P002,USB-C Cable,8,2023-12-19 11:03:00,75.23,4185,Spain,601.84,2023-12
INV18459,P005,Laptop Stand,4,2023-01-31 22:15:00,95.93,8436,Germany,383.72,2023-01
INV18460,P009,Phone Holder,3,2023-03-14 17:23:00,64.43,9705,France,193.29000000000002,2023-03
INV18461,P002,USB-C Cable,7,2023-01-13 06:51:00,89.03,4085,France,623.21,2023-01
INV18462,P004,Portable Charger,2,2023-10-01 22:43:00,48.82,9536,Germany,97.64,2023-10
INV18463,P002,USB-C Cable,1,2023-02-14 05:36:00,19.65,4859,Sweden,19.65,2023-02
INV18464,P009,Phone Holder,4,2023-10-18 15:04:00,99.74,8858,United Kingdom,398.96,2023-10
INV18465,P003,Bluetooth Speaker,6,2023-11-24 11:37:00,62.77,6184,Spain,376.62,2023-11
INV18466,P006,Notebook Cooler,7,2023-08-14 10:48:00,30.69,2045,Germany,214.83,2023-08
INV18467,P010,Webcam HD,4,2023-09-11 21:37:00,32.74,8395,France,130.96,2023-09
INV18468,P009,Phone Holder,7,2023-07-01 07:49:00,61.22,7424,France,428.53999999999996,2023-07
INV18469,P005,Laptop Stand,1,2023-04-25 04:27:00,27.0,5299,France,27.0,2023-04
INV18470,P001,Wireless Mouse,4,2023-02-21 04:54:00,50.11,6652,Germany,200.44,2023-02
INV18471,P005,Laptop Stand,6,2023-01-08 07:06:00,62.68,1386,Spain,376.08,2023-01
INV18472,P010,Webcam HD,6,2023-12-15 23:37:00,18.15,7165,Spain,108.89999999999999,2023-12
INV18473,P010,Webcam HD,6,2023-06-21 12:38:00,59.75,2468,United Kingdom,358.5,2023-06
INV18474,P007,Smart LED Bulb,8,2023-06-14 22:01:00,25.92,9514,France,207.36,2023-06
INV18475,P008,Gaming Headset,7,2023-08-21 23:43:00,82.9,5841,Sweden,580.3000000000001,2023-08
INV18476,P001,Wireless Mouse,3,2023-08-07 09:58:00,59.77,7409,Sweden,179.31,2023-08
INV18477,P010,Webcam HD,10,2023-05-05 17:09:00,27.37,6934,Sweden,273.7,2023-05
INV18478,P006,Notebook Cooler,6,2023-05-13 20:00:00,7.59,1026,Germany,45.54,2023-05
INV18479,P006,Notebook Cooler,5,2023-08-09 10:42:00,78.51,6079,Norway,392.55,2023-08
INV18480,P010,Webcam HD,3,2023-01-03 20:23:00,47.43,1932,Netherlands,142.29,2023-01
INV18481,P002,USB-C Cable,9,2023-12-06 12:05:00,6.32,4092,France,56.88,2023-12
INV18482,P003,Bluetooth Speaker,2,2023-11-26 04:23:00,48.35,1895,France,96.7,2023-11
INV18483,P006,Notebook Cooler,5,2023-06-25 13:34:00,59.55,1426,Spain,297.75,2023-06
INV18484,P003,Bluetooth Speaker,1,2023-07-19 17:50:00,15.05,1855,Spain,15.05,2023-07
INV18485,P008,Gaming Headset,3,2023-02-19 04:51:00,10.21,3460,Norway,30.630000000000003,2023-02
INV18486,P003,Bluetooth Speaker,10,2023-09-06 17:18:00,82.67,8340,Netherlands,826.7,2023-09
INV18487,P006,Notebook Cooler,2,2023-04-24 10:07:00,45.98,8590,United Kingdom,91.96,2023-04
INV18488,P001,Wireless Mouse,8,2023-11-07 10:58:00,78.16,4466,Spain,625.28,2023-11
INV18489,P001,Wireless Mouse,3,2023-04-26 07:33:00,38.15,8650,Australia,114.44999999999999,2023-04
INV18490,P007,Smart LED Bulb,7,2023-05-07 21:49:00,16.22,3690,Norway,113.53999999999999,2023-05
INV18491,P005,Laptop Stand,7,2023-04-27 18:49:00,14.37,4406,Spain,100.58999999999999,2023-04
INV18492,P005,Laptop Stand,6,2023-09-11 03:06:00,58.36,7021,Australia,350.15999999999997,2023-09
INV18493,P006,Notebook Cooler,7,2023-04-27 05:32:00,11.07,3803,Netherlands,77.49000000000001,2023-04
INV18494,P010,Webcam HD,1,2023-08-10 07:49:00,88.11,2230,Italy,88.11,2023-08
INV18495,P008,Gaming Headset,6,2023-06-01 11:46:00,77.3,8005,Spain,463.79999999999995,2023-06
INV18496,P008,Gaming Headset,9,2023-05-08 16:53:00,38.14,7839,Italy,343.26,2023-05
INV18497,P009,Phone Holder,6,2023-11-08 23:01:00,91.43,9154,Australia,548.58,2023-11
INV18498,P007,Smart LED Bulb,10,2023-09-18 18:17:00,90.37,6296,Norway,903.7,2023-09
INV18499,P008,Gaming Headset,1,2023-08-23 03:36:00,16.17,7665,Netherlands,16.17,2023-08
INV18500,P001,Wireless Mouse,7,2023-12-04 20:16:00,61.91,7775,Italy,433.37,2023-12
INV18501,P006,Notebook Cooler,2,2023-03-14 09:45:00,40.54,1085,Netherlands,81.08,2023-03
INV18502,P010,Webcam HD,3,2023-08-30 07:14:00,44.22,8477,United Kingdom,132.66,2023-08
INV18503,P005,Laptop Stand,3,2023-11-06 07:03:00,29.92,9184,Netherlands,89.76,2023-11
INV18504,P001,Wireless Mouse,9,2023-02-04 07:18:00,79.59,5905,Australia,716.3100000000001,2023-02
INV18505,P007,Smart LED Bulb,1,2023-10-11 19:12:00,25.94,4007,Sweden,25.94,2023-10
INV18506,P006,Notebook Cooler,1,2023-08-04 08:36:00,14.71,3330,Norway,14.71,2023-08
INV18507,P006,Notebook Cooler,1,2023-04-29 12:27:00,7.62,3587,France,7.62,2023-04
INV18508,P006,Notebook Cooler,3,2023-03-22 00:42:00,22.52,4673,Sweden,67.56,2023-03
INV18509,P001,Wireless Mouse,3,2023-07-25 03:11:00,30.22,7262,France,90.66,2023-07
INV18510,P008,Gaming Headset,7,2023-06-27 07:08:00,35.8,2571,Italy,250.59999999999997,2023-06
INV18511,P009,Phone Holder,8,2023-07-11 21:57:00,61.06,8721,Germany,488.48,2023-07
INV18512,P006,Notebook Cooler,2,2023-04-06 19:04:00,68.93,6387,Italy,137.86,2023-04
INV18513,P006,Notebook Cooler,9,2023-06-25 01:17:00,74.36,9948,Netherlands,669.24,2023-06
INV18514,P004,Portable Charger,4,2023-08-30 09:19:00,52.52,5805,Germany,210.08,2023-08
INV18515,P007,Smart LED Bulb,10,2023-09-11 00:05:00,26.17,6704,Netherlands,261.70000000000005,2023-09
INV18516,P003,Bluetooth Speaker,3,2023-12-11 18:40:00,66.97,6270,Germany,200.91,2023-12
INV18517,P003,Bluetooth Speaker,1,2023-02-02 03:47:00,11.25,2471,Norway,11.25,2023-02
INV18518,P005,Laptop Stand,10,2023-11-30 03:36:00,28.7,2036,Germany,287.0,2023-11
INV18519,P002,USB-C Cable,5,2023-11-05 05:13:00,27.69,7940,United Kingdom,138.45000000000002,2023-11
INV18520,P010,Webcam HD,9,2023-03-12 02:56:00,93.29,1881,Netherlands,839.61,2023-03
INV18521,P001,Wireless Mouse,5,2023-08-23 15:19:00,62.49,7381,Germany,312.45,2023-08
INV18522,P010,Webcam HD,8,2023-07-16 00:27:00,10.85,6933,Norway,86.8,2023-07
INV18523,P006,Notebook Cooler,9,2023-06-01 09:57:00,29.86,5765,Netherlands,268.74,2023-06
INV18524,P010,Webcam HD,5,2023-05-03 08:32:00,13.46,5910,France,67.30000000000001,2023-05
INV18525,P001,Wireless Mouse,9,2023-08-03 09:09:00,82.3,9416,France,740.6999999999999,2023-08
INV18526,P009,Phone Holder,7,2023-08-22 09:48:00,30.79,1590,Norway,215.53,2023-08
INV18527,P009,Phone Holder,8,2023-05-07 18:03:00,35.82,1570,Netherlands,286.56,2023-05
INV18528,P005,Laptop Stand,2,2023-09-01 15:27:00,99.3,2979,United Kingdom,198.6,2023-09
INV18529,P010,Webcam HD,4,2023-11-30 12:15:00,40.12,8335,Norway,160.48,2023-11
INV18530,P001,Wireless Mouse,8,2023-10-04 00:47:00,67.45,1485,Australia,539.6,2023-10
INV18531,P002,USB-C Cable,7,2023-07-20 16:21:00,15.71,6980,Germany,109.97,2023-07
INV18532,P003,Bluetooth Speaker,9,2023-07-11 04:28:00,79.88,4358,Australia,718.92,2023-07
INV18533,P010,Webcam HD,6,2023-09-20 03:58:00,60.86,6971,Sweden,365.15999999999997,2023-09
INV18534,P003,Bluetooth Speaker,8,2023-12-04 03:53:00,75.02,7704,France,600.16,2023-12
INV18535,P003,Bluetooth Speaker,7,2023-03-22 09:42:00,82.96,7367,Italy,580.7199999999999,2023-03
INV18536,P010,Webcam HD,1,2023-11-13 17:30:00,89.21,9580,France,89.21,2023-11
INV18537,P008,Gaming Headset,7,2023-04-01 14:21:00,6.85,3780,Spain,47.949999999999996,2023-04
INV18538,P006,Notebook Cooler,2,2023-04-11 03:05:00,7.58,5240,Netherlands,15.16,2023-04
INV18539,P010,Webcam HD,7,2023-03-21 20:45:00,36.76,8689,Spain,257.32,2023-03
INV18540,P005,Laptop Stand,10,2023-07-10 07:29:00,88.68,6670,Australia,886.8000000000001,2023-07
INV18541,P004,Portable Charger,4,2023-12-14 02:09:00,39.06,9387,Italy,156.24,2023-12
INV18542,P010,Webcam HD,2,2023-06-26 18:13:00,74.58,8758,Sweden,149.16,2023-06
INV18543,P008,Gaming Headset,1,2023-03-24 06:47:00,58.31,2451,Germany,58.31,2023-03
INV18544,P002,USB-C Cable,4,2023-06-20 03:19:00,80.66,6337,France,322.64,2023-06
INV18545,P004,Portable Charger,4,2023-03-10 06:36:00,30.27,3726,Italy,121.08,2023-03
INV18546,P002,USB-C Cable,8,2023-01-10 01:36:00,68.57,2610,France,548.56,2023-01
INV18547,P008,Gaming Headset,9,2023-12-20 06:47:00,78.33,7819,Spain,704.97,2023-12
INV18548,P004,Portable Charger,9,2023-12-20 09:27:00,77.15,1670,Sweden,694.35,2023-12
INV18549,P002,USB-C Cable,4,2023-05-06 08:54:00,21.4,1827,Sweden,85.6,2023-05
INV18550,P003,Bluetooth Speaker,3,2023-02-09 10:49:00,34.0,9504,Italy,102.0,2023-02
INV18551,P004,Portable Charger,6,2023-03-23 17:06:00,62.35,9436,Sweden,374.1,2023-03
INV18552,P002,USB-C Cable,7,2023-07-05 23:37:00,60.68,8795,Germany,424.76,2023-07
INV18553,P001,Wireless Mouse,5,2023-04-13 20:11:00,68.52,6582,United Kingdom,342.59999999999997,2023-04
INV18554,P001,Wireless Mouse,3,2023-08-03 13:29:00,20.59,5505,Germany,61.769999999999996,2023-08
INV18555,P008,Gaming Headset,1,2023-04-01 14:05:00,56.22,4656,Germany,56.22,2023-04
INV18556,P004,Portable Charger,8,2023-12-25 09:43:00,69.22,4434,Italy,553.76,2023-12
INV18557,P001,Wireless Mouse,4,2023-02-13 03:58:00,84.76,8749,France,339.04,2023-02
INV18558,P006,Notebook Cooler,2,2023-12-29 15:26:00,26.21,5029,Netherlands,52.42,2023-12
INV18559,P009,Phone Holder,2,2023-06-19 09:43:00,43.81,3675,France,87.62,2023-06
INV18560,P001,Wireless Mouse,2,2023-09-01 16:49:00,86.38,8970,Australia,172.76,2023-09
INV18561,P009,Phone Holder,6,2023-07-29 12:50:00,43.38,2332,Germany,260.28000000000003,2023-07
INV18562,P007,Smart LED Bulb,8,2023-01-07 07:53:00,65.22,7833,France,521.76,2023-01
INV18563,P001,Wireless Mouse,9,2023-04-10 16:33:00,94.78,3174,Italy,853.02,2023-04
INV18564,P001,Wireless Mouse,8,2023-10-02 21:08:00,46.11,6535,Spain,368.88,2023-10
INV18565,P007,Smart LED Bulb,3,2023-04-04 02:40:00,16.05,5017,Netherlands,48.150000000000006,2023-04
INV18566,P001,Wireless Mouse,2,2023-03-18 08:47:00,27.78,5199,Australia,55.56,2023-03
INV18567,P009,Phone Holder,10,2023-08-26 13:10:00,7.57,3172,Germany,75.7,2023-08
INV18568,P009,Phone Holder,5,2023-07-06 20:00:00,38.82,5554,Norway,194.1,2023-07
INV18569,P003,Bluetooth Speaker,6,2023-08-03 15:00:00,49.29,3403,United Kingdom,295.74,2023-08
INV18570,P005,Laptop Stand,8,2023-07-02 13:24:00,79.75,6023,France,638.0,2023-07
INV18571,P002,USB-C Cable,8,2023-09-20 16:02:00,44.13,5212,United Kingdom,353.04,2023-09
INV18572,P005,Laptop Stand,7,2023-08-26 01:36:00,14.58,5644,Italy,102.06,2023-08
INV18573,P005,Laptop Stand,5,2023-11-03 07:17:00,70.91,6949,Norway,354.54999999999995,2023-11
INV18574,P005,Laptop Stand,9,2023-02-19 16:14:00,80.83,6213,France,727.47,2023-02
INV18575,P006,Notebook Cooler,3,2023-10-14 19:57:00,33.31,6210,United Kingdom,99.93,2023-10
INV18576,P009,Phone Holder,10,2023-06-16 23:57:00,90.03,5096,Spain,900.3,2023-06
INV18577,P002,USB-C Cable,8,2023-08-02 21:34:00,19.75,4892,Germany,158.0,2023-08
INV18578,P004,Portable Charger,7,2023-12-30 13:01:00,37.32,9633,Spain,261.24,2023-12
INV18579,P010,Webcam HD,4,2023-12-22 02:45:00,51.06,3170,Norway,204.24,2023-12
INV18580,P002,USB-C Cable,6,2023-07-03 00:49:00,84.41,3674,Italy,506.46,2023-07
INV18581,P002,USB-C Cable,3,2023-08-20 01:52:00,97.22,1024,Spain,291.65999999999997,2023-08
INV18582,P009,Phone Holder,4,2023-07-20 06:55:00,76.94,4048,Italy,307.76,2023-07
INV18583,P008,Gaming Headset,3,2023-05-12 09:12:00,26.81,8459,France,80.42999999999999,2023-05
INV18584,P001,Wireless Mouse,8,2023-08-05 15:34:00,91.83,8913,Netherlands,734.64,2023-08
INV18585,P004,Portable Charger,8,2023-02-05 21:31:00,94.58,1851,Australia,756.64,2023-02
INV18586,P004,Portable Charger,3,2023-06-20 22:23:00,61.6,9020,Norway,184.8,2023-06
INV18587,P004,Portable Charger,4,2023-09-29 11:34:00,20.13,1010,Sweden,80.52,2023-09
INV18588,P006,Notebook Cooler,9,2023-05-18 18:19:00,96.93,8537,Netherlands,872.3700000000001,2023-05
INV18589,P006,Notebook Cooler,9,2023-05-11 12:11:00,97.09,4708,France,873.8100000000001,2023-05
INV18590,P002,USB-C Cable,9,2023-07-24 17:24:00,81.01,7054,Germany,729.09,2023-07
INV18591,P001,Wireless Mouse,9,2023-09-10 10:25:00,77.7,9452,Germany,699.3000000000001,2023-09
INV18592,P009,Phone Holder,2,2023-03-14 14:34:00,80.91,5428,France,161.82,2023-03
INV18593,P009,Phone Holder,2,2023-12-28 20:14:00,82.7,4852,Italy,165.4,2023-12
INV18594,P003,Bluetooth Speaker,1,2023-10-27 19:38:00,29.24,4284,Netherlands,29.24,2023-10
INV18595,P006,Notebook Cooler,4,2023-08-13 18:54:00,23.57,5649,Norway,94.28,2023-08
INV18596,P002,USB-C Cable,10,2023-11-20 21:38:00,17.12,1206,Italy,171.20000000000002,2023-11
INV18597,P001,Wireless Mouse,10,2023-06-07 01:48:00,22.6,3430,Italy,226.0,2023-06
INV18598,P004,Portable Charger,1,2023-01-18 18:45:00,63.23,2327,Norway,63.23,2023-01
INV18599,P004,Portable Charger,2,2023-10-01 22:13:00,23.31,3191,Italy,46.62,2023-10
INV18600,P004,Portable Charger,1,2023-12-29 14:19:00,77.67,3796,Italy,77.67,2023-12
INV18601,P005,Laptop Stand,8,2023-06-24 02:52:00,84.71,1465,Norway,677.68,2023-06
INV18602,P002,USB-C Cable,3,2023-03-02 20:19:00,91.52,3736,Netherlands,274.56,2023-03
INV18603,P008,Gaming Headset,10,2023-11-11 08:03:00,93.78,2279,United Kingdom,937.8,2023-11
INV18604,P003,Bluetooth Speaker,5,2023-03-23 04:22:00,59.05,9243,France,295.25,2023-03
INV18605,P008,Gaming Headset,3,2023-07-24 14:31:00,32.63,6897,France,97.89000000000001,2023-07
INV18606,P001,Wireless Mouse,8,2023-10-07 13:09:00,59.2,2263,Netherlands,473.6,2023-10
INV18607,P003,Bluetooth Speaker,9,2023-06-03 06:49:00,13.1,8594,Norway,117.89999999999999,2023-06
INV18608,P009,Phone Holder,10,2023-09-17 20:12:00,15.14,7646,Netherlands,151.4,2023-09
INV18609,P001,Wireless Mouse,2,2023-02-05 04:23:00,10.0,5522,Italy,20.0,2023-02
INV18610,P001,Wireless Mouse,3,2023-12-06 21:24:00,46.57,1968,Germany,139.71,2023-12
INV18611,P003,Bluetooth Speaker,4,2023-03-12 20:30:00,41.95,6562,Norway,167.8,2023-03
INV18612,P006,Notebook Cooler,2,2023-01-18 20:13:00,98.38,1316,Spain,196.76,2023-01
INV18613,P007,Smart LED Bulb,7,2023-09-11 23:56:00,49.79,6115,Spain,348.53,2023-09
INV18614,P010,Webcam HD,8,2023-06-22 09:56:00,57.13,8389,Germany,457.04,2023-06
INV18615,P009,Phone Holder,5,2023-09-24 14:06:00,52.78,7363,Spain,263.9,2023-09
INV18616,P001,Wireless Mouse,3,2023-03-20 00:40:00,21.53,2274,Sweden,64.59,2023-03
INV18617,P003,Bluetooth Speaker,4,2023-10-24 09:40:00,23.4,8775,France,93.6,2023-10
INV18618,P006,Notebook Cooler,2,2023-03-09 23:46:00,18.24,9540,United Kingdom,36.48,2023-03
INV18619,P004,Portable Charger,2,2023-02-08 09:18:00,19.65,3504,Spain,39.3,2023-02
INV18620,P008,Gaming Headset,1,2023-09-22 06:38:00,8.52,8444,Italy,8.52,2023-09
INV18621,P009,Phone Holder,3,2023-09-13 04:15:00,20.21,3497,France,60.63,2023-09
INV18622,P006,Notebook Cooler,5,2023-10-14 09:40:00,36.98,5564,Norway,184.89999999999998,2023-10
INV18623,P007,Smart LED Bulb,4,2023-02-25 23:26:00,46.09,2511,Italy,184.36,2023-02
INV18624,P006,Notebook Cooler,6,2023-02-08 23:59:00,24.6,6543,Spain,147.60000000000002,2023-02
INV18625,P006,Notebook Cooler,5,2023-04-26 10:58:00,84.14,4342,Norway,420.7,2023-04
INV18626,P003,Bluetooth Speaker,5,2023-11-15 04:55:00,45.29,7291,France,226.45,2023-11
INV18627,P003,Bluetooth Speaker,7,2023-12-17 20:42:00,42.03,9077,Italy,294.21000000000004,2023-12
INV18628,P008,Gaming Headset,10,2023-01-09 15:24:00,31.36,6827,Netherlands,313.6,2023-01
INV18629,P003,Bluetooth Speaker,3,2023-08-03 06:18:00,73.79,3796,United Kingdom,221.37,2023-08
INV18630,P006,Notebook Cooler,10,2023-11-07 18:24:00,29.77,3413,Netherlands,297.7,2023-11
INV18631,P005,Laptop Stand,10,2023-11-24 14:29:00,55.58,7151,Italy,555.8,2023-11
INV18632,P004,Portable Charger,8,2023-03-02 12:23:00,63.65,7523,United Kingdom,509.2,2023-03
INV18633,P004,Portable Charger,5,2023-12-20 18:17:00,91.69,4639,Germany,458.45,2023-12
INV18634,P002,USB-C Cable,7,2023-02-03 18:40:00,16.67,7227,Netherlands,116.69000000000001,2023-02
INV18635,P004,Portable Charger,10,2023-09-27 19:19:00,22.59,2506,Germany,225.9,2023-09
INV18636,P006,Notebook Cooler,5,2023-05-14 15:56:00,29.23,2530,Netherlands,146.15,2023-05
INV18637,P001,Wireless Mouse,5,2023-06-05 14:15:00,84.86,8623,United Kingdom,424.3,2023-06
INV18638,P009,Phone Holder,7,2023-01-20 11:29:00,55.47,9384,Spain,388.28999999999996,2023-01
INV18639,P006,Notebook Cooler,9,2023-09-26 20:44:00,89.78,9235,Spain,808.02,2023-09
INV18640,P007,Smart LED Bulb,5,2023-08-22 12:24:00,29.98,8345,Netherlands,149.9,2023-08
INV18641,P010,Webcam HD,8,2023-12-18 19:03:00,29.69,6725,Italy,237.52,2023-12
INV18642,P003,Bluetooth Speaker,10,2023-02-12 02:35:00,74.47,5968,Spain,744.7,2023-02
INV18643,P007,Smart LED Bulb,9,2023-05-03 00:36:00,80.74,6351,Australia,726.66,2023-05
INV18644,P009,Phone Holder,5,2023-12-27 06:18:00,89.19,9650,Netherlands,445.95,2023-12
INV18645,P001,Wireless Mouse,8,2023-11-10 22:10:00,91.2,8884,France,729.6,2023-11
INV18646,P006,Notebook Cooler,4,2023-02-11 07:22:00,77.14,2752,Netherlands,308.56,2023-02
INV18647,P009,Phone Holder,1,2023-10-22 05:20:00,96.52,9559,Italy,96.52,2023-10
INV18648,P006,Notebook Cooler,2,2023-03-20 07:03:00,85.38,4644,France,170.76,2023-03
